,zip_code,sa1,sa2,closing_date,list_price,sold_price,prop_type,year_built,sq_ft,bedrooms,bathrooms,sub_div,sub_area,taxes,school_district,garage_spaces,parking_spaces,basement,hoa_fees,financial_terms
11,80002,5742 Yank Street,"Arvada, CO 80002","Sep 17, 2020","$1,095,000","$1,050,000",Single Family Residential,2006,6249,4,5,Van Bibber Valley Estates,Van Bibber Valley Estates,"$6,337",Jefferson County R-1,3,3,"Full, Finished, Interior Entry",$350,Conventional
12,80002,5703 Fig Way,"Arvada, CO 80002","Apr 16, 2021","$890,000","$1,025,000",Single Family Residential,1999,4882,4,4,Candlelight Valley,Candlelight Valley,"$4,805",Jefferson County R-1,3,3,"Full, Unfinished",$40,Cash
13,80002,14517 W 57th Place,"Arvada, CO 80002","Jul 17, 2020","$1,050,000","$990,000",Single Family Residential,2000,6434,4,4,Candlelight Valley,Candlelight Valley,"$5,382",Jefferson County R-1,4,4,"Exterior Entry, Full, Finished, Unfinished, Walk-Out Access",$470,Conventional
14,80002,5200 Ingalls Street,"Arvada, CO 80002","Dec 03, 2019","$935,000","$935,000",Multifamily,1956,3870,,,Peaceful Valley,Peaceful Valley,"$3,048",Jefferson County R-1,,,None,,Conventional
15,80002,14553 W 58th Avenue,"Arvada, CO 80002","Aug 07, 2020","$925,000","$915,000",Single Family Residential,1995,5536,4,4,Candlelight,Candlelight,"$5,749",Jefferson County R-1,3,3,"Daylight, Full",,Conventional
16,80002,5636 Howell Court,"Arvada, CO 80002","Dec 01, 2020","$919,900","$910,000",Single Family Residential,1996,4014,5,4,Candlelight Valley,Candlelight Valley,"$4,496",Jefferson County R-1,3,3,"Finished, Sump Pump",$470,Conventional
17,80002,8700 W 51st Avenue,"Arvada, CO 80002","Dec 03, 2018","$999,999","$900,000",Single Family Residential,2006,3598,3,3,Charles Graul,Charles Graul,,Jefferson County R-1,3,3,None,,"Cash, Conventional"
18,80002,8700 W 51st Avenue,"Arvada, CO 80002","Dec 03, 2018","$999,999","$900,000",Single Family Residential,2006,3598,3,3,Charles Graul Junior Minor,Charles Graul Junior Minor,"$3,981",Jefferson County R-1,3,3,None,,Cash
19,80002,8987 W 54th Place,"Arvada, CO 80002","Aug 28, 2018","$900,000","$899,500",Multifamily,1960,3650,,,Ridge Park,Ridge Park,"$3,291",Jefferson County R-1,,,None,,Other
20,80002,14390 W 56th Place,"Arvada, CO 80002","Sep 21, 2020","$900,000","$890,000",Single Family Residential,1995,4357,4,4,Candlelight Valley,Candlelight Valley,"$4,938",Jefferson County R-1,3,3,"Full, Walk-Out Access",$470,"Cash, Conventional"
21,80002,14390 W 56th Place,"Arvada, CO 80002","Sep 21, 2020","$900,000","$890,000",Single Family Residential,1995,4357,4,4,Candlelight Valley,Candlelight Valley,"$4,938",Jefferson County R-1,3,3,"Full, Finished, Walk-Out Access",$470,Conventional
22,80002,11417 W 55th Lane,"Arvada, CO 80002","Apr 23, 2021","$775,000","$875,000",Single Family Residential,2004,3183,4,4,Skyline Estates,Skyline Estates,"$4,185",Jefferson County R-1,3,3,"Full, Finished, Interior Entry",$68,Conventional
23,80002,9050 Gyda Drive,"Arvada, CO 80002","Mar 22, 2021","$750,000","$862,000",Single Family Residential,2006,4710,3,3,Failing Minor,Failing Minor,"$4,985",Jefferson County R-1,8,8,"Full, Interior Entry, Unfinished, Sump Pump",,Cash
24,80002,14407 W 57th Place,"Arvada, CO 80002","Jun 28, 2019","$885,000","$860,000",Single Family Residential,1998,4812,3,4,Candlelight Valley,Candlelight Valley,"$4,611",Jefferson County R-1,3,3,"Daylight, Full, Finished, Interior Entry, Heated, Sump Pump",$465,Other
25,80002,5616 Yarrow Street,"Arvada, CO 80002","Oct 16, 2018","$860,000","$835,000",Multifamily,1940,3324,,,Old Town Arvada,Old Town Arvada,"$2,581",Jefferson County R-1,,,Full,,Conventional
26,80002,5795 Fig Way,"Arvada, CO 80002","Dec 02, 2020","$824,000","$812,000",Single Family Residential,1998,3986,4,3,Candlelight Valley Ii,Candlelight Valley Ii,"$4,510",Jefferson County R-1,3,3,"Full, Finished, Interior Entry, Sump Pump",$470,Conventional
27,80002,8716 W 54th Place,"Arvada, CO 80002","May 31, 2019","$850,000","$810,000",Multifamily,1960,3054,,,More-Karis Amd Plat-Some M & B-551,More-Karis Amd Plat-Some M & B-551,"$2,581",Jefferson County R-1,,,None,,FHA
28,80002,14516 W 56th Drive,"Arvada, CO 80002","Nov 30, 2018","$824,950","$810,000",Single Family Residential,1999,4726,4,4,Candlelight Valley,Candlelight Valley,"$3,678",Jefferson County R-1,3,3,"Daylight, Full, Finished, Sump Pump",$465,Conventional
29,80002,5334 Eldridge Street,"Arvada, CO 80002","Jan 15, 2021","$825,000","$807,000",Single Family Residential,1972,2560,4,2,Appleridge Estates,Appleridge Estates,"$3,567",Jefferson County R-1,1,1,,,Cash
30,80002,5383 Parfet Street,"Arvada, CO 80002","Oct 29, 2020","$775,000","$805,000",Single Family Residential,2005,4382,4,4,Skyline Estates,Skyline Estates,"$4,021",Jefferson County R-1,3,3,"Full, Finished, Sump Pump",$68,Conventional
31,80002,14535 W 56th Drive,"Arvada, CO 80002","Sep 16, 2019","$799,000","$799,000",Single Family Residential,2001,4755,4,4,Candlelight Valley,Candlelight Valley,"$4,797",Jefferson County R-1,3,3,"Daylight, Finished, Interior Entry, Partial, Heated",$465,Conventional
32,80002,14535 W 54th Avenue,"Arvada, CO 80002","May 13, 2020","$799,900","$795,000",Single Family Residential,1973,3302,6,2,Fairmount,Fairmount,"$3,592",Jefferson County R-1,3,3,"Full, Finished",,Cash
33,80002,5366 Parfet Street,"Arvada, CO 80002","Feb 23, 2021","$735,000","$782,000",Single Family Residential,2005,4382,3,3,Skyline Estates,Skyline Estates,"$3,790",Jefferson County R-1,3,3,"Full, Unfinished",$68,Conventional
34,80002,14525 W 56th Drive,"Arvada, CO 80002","Mar 12, 2020","$799,900","$775,000",Single Family Residential,2000,4774,5,4,Candlelight Valley,Candlelight Valley,"$4,680",Jefferson County R-1,3,3,Full,$470,"Cash, Conventional, FHA, VA"
35,80002,14525 W 56th Drive,"Arvada, CO 80002","Mar 12, 2020","$799,900","$775,000",Single Family Residential,2000,4774,5,4,Candlelight Valley,Candlelight Valley,"$4,680",Jefferson County R-1,3,3,"Full, Finished",$470,Conventional
36,80002,5455 Balsam Street Unit A,"Arvada, CO 80002","Aug 29, 2018","$774,900","$774,900",Multifamily,2014,4988,,,Old Town Arvada,Old Town Arvada,"$3,932",Jefferson County R-1,4,4,"Partial, Bath/Stubbed",,Conventional
37,80002,5754 Fig Way,"Arvada, CO 80002","Jul 27, 2020","$799,950","$767,000",Single Family Residential,1996,4936,5,5,Candlelight Valley,Candlelight Valley,"$5,374",Jefferson County R-1,3,3,"Finished, Walk-Out Access",$470,Conventional
38,80002,14431 W 56th Place,"Arvada, CO 80002","Jul 30, 2020","$770,000","$760,000",Single Family Residential,1998,4328,5,4,Candlelight Valley,Candlelight Valley,"$4,698",Jefferson County R-1,3,3,"Full, Finished, Sump Pump",$475,Conventional
39,80002,5726 Fig Court,"Arvada, CO 80002","Jul 10, 2020","$759,000","$759,000",Single Family Residential,1995,4434,4,4,Candlelight Valley,Candlelight Valley,"$4,884",Jefferson County R-1,3,3,"Exterior Entry, Full, Bath/Stubbed, Unfinished, Walk-Out Access",$470,Conventional
40,80002,8525 Grandview Avenue,"Arvada, CO 80002","Nov 06, 2020","$750,000","$755,000",Single Family Residential,1962,3094,5,3,Olde Town Arvada,Olde Town Arvada,"$3,182",Jefferson County R-1,2,2,"Finished, Partial",,Conventional
41,80002,8726 W 54th Place,"Arvada, CO 80002","Nov 12, 2019","$749,000","$750,000",Multifamily,1960,2432,,,Arvada Plaza,Arvada Plaza,"$2,820",Jefferson County R-1,,,None,,Conventional
42,80002,8110 W 50th Avenue,"Arvada, CO 80002","Jul 11, 2018","$850,000","$750,000",Single Family Residential,1950,3781,4,4,I-70 Corridor,I-70 Corridor,"$2,428",Jefferson County R-1,,,"Crawl Space, Full, Unfinished",,Conventional
43,80002,12085 W 53rd Place,"Arvada, CO 80002","Oct 12, 2018","$749,500","$749,500",Single Family Residential,1983,4053,5,4,Rainbow Ridge,Rainbow Ridge,"$3,934",Jefferson County R-1,3,3,Partial,$170,Conventional
44,80002,12041 W 54th Avenue,"Arvada, CO 80002","May 23, 2018","$714,900","$732,000",Single Family Residential,1978,3623,6,3,Rainbow Ridge,Rainbow Ridge,"$3,633",Jefferson County R-1,2,2,"Exterior Entry, Full, Finished, Interior Entry, Walk-Out Access, Heated",$170,Conventional
45,80002,5415 Field Court,"Arvada, CO 80002","Mar 18, 2021","$669,000","$725,000",Single Family Residential,1954,3050,5,3,Gyda-George,Gyda-George,"$3,035",Jefferson County R-1,2,2,Finished,,VA
46,80002,5670 Xenon Court,"Arvada, CO 80002","Dec 09, 2020","$735,000","$725,000",Single Family Residential,1982,4618,6,4,Youngfield Village,Youngfield Village,"$3,805",Jefferson County R-1,2,2,"Daylight, Full, Finished",$242,Conventional
47,80002,7401 Grant Place,"Arvada, CO 80002","Sep 15, 2020","$725,000","$725,000",Single Family Residential,1929,2824,4,3,Olde Town Arvada,Olde Town Arvada,"$2,632",Jefferson County R-1,2,2,"Daylight, Interior Entry",,Conventional
48,80002,5718 Allison Street,"Arvada, CO 80002","Sep 11, 2020","$750,000","$722,000",Single Family Residential,1931,3024,4,2,"Olde Town Arvada, Smiths & Ricks","Olde Town Arvada, Smiths & Ricks","$2,820",Jefferson County R-1,2,2,"Finished, Partial, Unfinished",,Conventional
49,80002,11297 W 55th Lane,"Arvada, CO 80002","Sep 30, 2020","$689,000","$716,000",Single Family Residential,2004,3580,3,3,Skyline Estates,Skyline Estates,"$3,901",Jefferson County R-1,3,3,"Daylight, Bath/Stubbed, Unfinished",$68,Cash
50,80002,8736 W 54th Place,"Arvada, CO 80002","Oct 01, 2019","$720,000","$705,000",Multifamily,1960,2432,,,Arvada Plaza,Arvada Plaza,"$2,397",Jefferson County R-1,,,None,,Item1031Exchange
51,80002,5707 Fig Court,"Arvada, CO 80002","Aug 07, 2018","$725,000","$705,000",Single Family Residential,1995,4272,4,4,Candlelight Valley,Candlelight Valley,"$3,983",Jefferson County R-1,3,3,"Full, Finished, Walk-Out Access",$465,Conventional
52,80002,14337 W 56th Way,"Arvada, CO 80002","Mar 18, 2020","$675,000","$700,000",Single Family Residential,1997,3832,3,3,Candlelight Valley,Candlelight Valley,"$3,847",Jefferson County R-1,2,2,"Full, Bath/Stubbed, Unfinished",$470,Conventional
53,80002,12929 W 55th Place,"Arvada, CO 80002","Sep 06, 2019","$700,000","$700,000",Single Family Residential,1997,4307,5,5,Eagle Pointe,Eagle Pointe,"$3,089",Jefferson County R-1,3,3,"Full, Finished",$38,Conventional
54,80002,14636 W 56th Drive,"Arvada, CO 80002","Jul 30, 2019","$699,995","$700,000",Single Family Residential,1995,4578,4,4,Candlelight Valley,Candlelight Valley,"$3,666",Jefferson County R-1,3,3,"Daylight, Full, Finished",$465,Seller Financing
55,80002,5695 Youngfield Street,"Arvada, CO 80002","Jul 19, 2019","$699,000","$700,000",Single Family Residential,1981,4115,5,4,Candlelight,Candlelight,"$3,372",Jefferson County R-1,2,2,"Full, Finished, Interior Entry",$220,Conventional
56,80002,14290 W 54th Avenue,"Arvada, CO 80002","Aug 22, 2018","$700,000","$700,000",Single Family Residential,1965,3048,4,3,Fairmount,Fairmount,"$4,479",Jefferson County R-1,2,2,"Full, Finished, Interior Entry, Heated",,Conventional
57,80002,13715 W 51st Avenue,"Arvada, CO 80002","Apr 07, 2020","$699,900","$699,900",Single Family Residential,1979,3328,5,3,Launer,Launer,"$3,121",Jefferson County R-1,2,2,"Daylight, Exterior Entry, Finished, Bath/Stubbed",,VA
58,80002,5622 Ammons Street,"Arvada, CO 80002","Mar 19, 2019","$695,000","$698,000",Single Family Residential,1940,2258,4,3,Olde Town,Olde Town,"$2,535",Jefferson County R-1,3,3,"Finished, Interior Entry, Partial, Heated",,Conventional
59,80002,4820-4822 Field Court,"Arvada, CO 80002","Dec 30, 2020","$675,000","$687,000",Multifamily,1972,2052,,,Garrison 70,Garrison 70,"$2,275",Jefferson County R-1,2,2,,,Conventional
60,80002,10522 W 54th Place,"Arvada, CO 80002","Mar 16, 2021","$680,000","$685,000",Single Family Residential,2003,3849,4,4,Skyline Estates,Skyline Estates,"$3,975",Jefferson County R-1,3,3,"Full, Finished, Walk-Out Access",$68,VA
61,80002,13571 W 54th Avenue,"Arvada, CO 80002","Dec 03, 2019","$699,900","$685,000",Single Family Residential,1972,3378,5,4,Appleridge Estates,Appleridge Estates,"$2,297",Jefferson County R-1,2,2,"Exterior Entry, Full, Finished, Interior Entry, Walk-Out Access, Heated",,Conventional
62,80002,8619 W 54th Place,"Arvada, CO 80002","Dec 15, 2020","$639,500","$679,159",Multifamily,1959,2595,,,Arvada,Arvada,"$2,988",Jefferson County R-1,1,1,"Daylight, Exterior Entry, Finished",,Conventional
63,80002,5720 Yarrow Street,"Arvada, CO 80002","Oct 28, 2020","$675,000","$675,000",Single Family Residential,1939,1724,3,3,Olde Town Arvada,Olde Town Arvada,"$2,884",Jefferson County R-1,1,1,Finished,,Conventional
64,80002,9100 Grandview Avenue,"Arvada, CO 80002","Aug 19, 2019","$699,900","$675,000",Single Family Residential,1949,2825,3,2,Olde Town,Olde Town,"$1,840",Jefferson County R-1,3,3,"Daylight, Full, Finished, Heated",,Conventional
65,80002,5313 Yank Way,"Arvada, CO 80002","Nov 19, 2020","$600,000","$674,000",Single Family Residential,1998,3055,3,4,Eagle Pointe,Eagle Pointe,"$4,046",Jefferson County R-1,3,3,"Full, Finished",$467,Conventional
66,80002,14461 W 56th Place,"Arvada, CO 80002","Dec 27, 2019","$700,000","$673,000",Single Family Residential,1998,4422,4,4,Candlelight Valley,Candlelight Valley,"$4,452",Jefferson County R-1,3,3,"Full, Finished, Sump Pump",$465,Conventional
67,80002,13682 W 54th Avenue,"Arvada, CO 80002","Oct 09, 2020","$665,000","$670,000",Single Family Residential,1979,3569,4,3,Appleridge West,Appleridge West,"$3,715",Jefferson County R-1,3,3,"Full, Bath/Stubbed",,Conventional
68,80002,5340 Cole Circle,"Arvada, CO 80002","Jul 16, 2018","$685,000","$670,000",Single Family Residential,1984,3744,5,4,Appleridge West,Appleridge West,"$3,196",Jefferson County R-1,3,3,"Exterior Entry, Finished, Partial, Walk-Out Access",,Conventional
69,80002,8155 W 54th Lane,"Arvada, CO 80002","Apr 12, 2019","$659,000","$669,000",Single Family Residential,1956,2653,5,3,Olde Town Arvada,Olde Town Arvada,"$3,186",Jefferson County R-1,2,2,"Exterior Entry, Full, Finished, Interior Entry, Walk-Out Access, Heated, Sump Pump",,Conventional
70,80002,10603 W 54th Place,"Arvada, CO 80002","Oct 19, 2020","$625,000","$665,000",Single Family Residential,2003,3177,4,4,Skyline Estates,Skyline Estates,"$3,657",Jefferson County R-1,3,3,"Finished, Partial, Unfinished",$68,Cash
71,80002,5710 Allison Street,"Arvada, CO 80002","Jun 19, 2020","$650,000","$665,000",Single Family Residential,1924,1950,3,2,Olde Town Arvada,Olde Town Arvada,"$2,969",Jefferson County R-1,1,1,"Full, Finished",,Conventional
72,80002,5035 Carr Street,"Arvada, CO 80002","Nov 07, 2018","$650,000","$665,000",Single Family Residential,1949,2288,3,2,Olde Town Arvada,Olde Town Arvada,"$2,286",Jefferson County R-1,4,4,"Daylight, Exterior Entry, Finished, Partial, Heated",,Conventional
73,80002,5325 Allison Street,"Arvada, CO 80002","Feb 08, 2021","$599,000","$660,000",Multifamily,1997,3233,,,Old Town Arvada,Old Town Arvada,"$5,704",Jefferson County R-1,3,3,Crawl Space,,Cash
74,80002,5655 Estes Street,"Arvada, CO 80002","Dec 06, 2019","$675,000","$660,000",Single Family Residential,1956,3164,5,4,Old Town Arvada,Old Town Arvada,"$2,650",Jefferson County R-1,2,2,"Full, Finished",,Conventional
75,80002,5635 Carr Street,"Arvada, CO 80002","Mar 31, 2021","$649,900","$655,000",Single Family Residential,1956,2423,3,2,Old Town Arvada,Old Town Arvada,"$2,150",Jefferson County R-1,1,1,Full,,Conventional
76,80002,5307 Parfet Street,"Arvada, CO 80002","Jan 29, 2019","$655,000","$655,000",Single Family Residential,2008,3746,5,5,Skyline Estates,Skyline Estates,"$3,860",Jefferson County R-1,4,4,"Full, Bath/Stubbed, Heated",,Cash
77,80002,8351 W 51st Avenue,"Arvada, CO 80002","Apr 28, 2021","$649,000","$651,000",Single Family Residential,1899,1796,3,2,Rhodes,Rhodes,,Jefferson County R-1,1,1,None,,
78,80002,8351 W 51st Avenue,"Arvada, CO 80002","Apr 28, 2021","$649,000","$651,000",Single Family Residential,1899,1796,3,2,Rhodes,Rhodes,"$2,668",Jefferson County R-1,1,1,,,Conventional
79,80002,5735 Youngfield Street,"Arvada, CO 80002","Feb 09, 2021","$630,000","$650,000",Single Family Residential,1980,3540,5,2,Youngfield Village,Youngfield Village,"$3,465",Jefferson County R-1,2,2,Finished,$242,Conventional
80,80002,6427 Grandview Avenue,"Arvada, CO 80002","Oct 08, 2019","$650,000","$650,000",Multifamily,1998,4136,,,Treehouse Minor,Treehouse Minor,"$2,979",Jefferson County R-1,1,1,"Daylight, Full, Interior Entry, Unfinished",,Conventional
81,80002,5430 Estes Street,"Arvada, CO 80002","May 13, 2019","$680,000","$650,000",Multifamily,1959,3584,,,Arvada,Arvada,"$2,206",Jefferson County R-1,,,"Apartment, Exterior Entry, Finished, Partial, Heated",,Conventional
82,80002,5551 Allison Street,"Arvada, CO 80002","Dec 14, 2020","$699,000","$649,000",Single Family Residential,1912,2892,4,1,William M Allens,William M Allens,"$1,858",Jefferson County R-1,3,3,Finished,,Conventional
83,80002,5713 Allison Street,"Arvada, CO 80002","Jan 08, 2021","$649,500","$646,000",Single Family Residential,1947,2008,3,3,Olde Town Arvada,Olde Town Arvada,"$2,885",Jefferson County R-1,1,1,,,Conventional
84,80002,5264 Taft Court,"Arvada, CO 80002","Jul 21, 2020","$645,000","$645,000",Single Family Residential,1997,4134,4,3,Estates At Rainbow Ridge,Estates At Rainbow Ridge,"$4,010",Jefferson County R-1,3,3,"Full, Sump Pump",$100,Conventional
85,80002,5187 Youngfield Court,"Arvada, CO 80002","Mar 16, 2020","$655,000","$640,000",Single Family Residential,1993,3726,5,4,Stonewood,Stonewood,"$2,382",Jefferson County R-1,3,3,,,"Cash, Conventional"
86,80002,10916 W 55th Lane,"Arvada, CO 80002","Dec 11, 2020","$629,999","$640,000",Single Family Residential,2002,3967,3,3,Skyline Estates,Skyline Estates,"$3,626",Jefferson County R-1,3,3,Unfinished,,Conventional
87,80002,5187 Youngfield Court,"Arvada, CO 80002","Mar 16, 2020","$655,000","$640,000",Single Family Residential,1993,3726,5,4,Stonewood,Stonewood,"$2,382",Jefferson County R-1,3,3,Finished,,Conventional
88,80002,5319 Coors Street,"Arvada, CO 80002","Aug 05, 2020","$649,000","$638,000",Single Family Residential,1987,3297,3,3,Appleridge West,Appleridge West,"$3,748",Jefferson County R-1,2,2,"Full, Finished, Unfinished",,Conventional
89,80002,10463 W 54th Place,"Arvada, CO 80002","Jul 27, 2020","$625,000","$636,000",Single Family Residential,2003,3933,4,4,Skyline Estates,Skyline Estates,"$4,064",Jefferson County R-1,3,3,Finished,$65,Conventional
90,80002,5720 N Dudley Street,"Arvada, CO 80002","Nov 09, 2020","$609,500","$635,000",Single Family Residential,1954,2230,3,3,Old Town Arvada,Old Town Arvada,"$2,519",Jefferson County R-1,1,1,"Full, Finished",,Cash
91,80002,5378 Owens Street,"Arvada, CO 80002","Oct 06, 2020","$629,000","$635,000",Single Family Residential,2005,3040,5,4,Skyline Estates,Skyline Estates,"$3,715",Jefferson County R-1,3,3,"Full, Finished",$68,Conventional
92,80002,5432 Yank Way,"Arvada, CO 80002","Jul 15, 2020","$652,000","$635,000",Single Family Residential,1996,3844,5,4,Eagle Pointe,Eagle Pointe,"$4,037",Jefferson County R-1,3,3,"Finished, Interior Entry, Bath/Stubbed",$455,Conventional
93,80002,9229 Grandview Avenue,"Arvada, CO 80002","Jun 30, 2020","$648,500","$635,000",Single Family Residential,1963,2970,6,3,Olde Town Arvada,Olde Town Arvada,"$2,730",Jefferson County R-1,2,2,"Full, Finished, Walk-Out Access",,Conventional
94,80002,5747 Falk Court,"Arvada, CO 80002","Aug 21, 2020","$625,000","$632,000",Single Family Residential,1959,2640,4,3,Olde Town Arvada,Olde Town Arvada,"$1,926",Jefferson County R-1,2,2,"Daylight, Full, Finished",,Conventional
95,80002,5280 Tabor Street,"Arvada, CO 80002","Nov 02, 2020","$620,000","$630,000",Single Family Residential,1978,3047,5,4,Rainbow Ridge,Rainbow Ridge,"$3,117",Jefferson County R-1,2,2,"Full, Finished",$170,Conventional
96,80002,5391 Cole Circle,"Arvada, CO 80002","Jun 29, 2020","$649,950","$630,000",Single Family Residential,1983,3710,5,3,Appleridge West,Appleridge West,"$3,443",Jefferson County R-1,2,2,"Daylight, Finished",,Conventional
97,80002,5708 Balsam Street,"Arvada, CO 80002","Apr 06, 2020","$634,900","$630,000",Single Family Residential,1947,2589,5,3,Old Town Arvada,Old Town Arvada,"$2,934",Jefferson County R-1,2,2,"Daylight, Finished",,Conventional
98,80002,5198 Yank Court,"Arvada, CO 80002","Jul 27, 2018","$630,000","$630,000",Single Family Residential,1994,3509,7,4,Stonewood,Stonewood,"$2,941",Jefferson County R-1,2,2,"Full, Finished, Interior Entry, Heated",,Conventional
99,80002,5406 Cody Street,"Arvada, CO 80002","Sep 26, 2018","$650,000","$630,000",Multifamily,1963,2044,,,Olde Town Arvada,Olde Town Arvada,"$2,141",Jefferson County R-1,2,2,None,,Conventional
100,80002,5151 Beech Street,"Arvada, CO 80002","Apr 06, 2021","$550,000","$625,000",Single Family Residential,1976,2460,5,3,Blue Hills Estates,Blue Hills Estates,"$3,250",Jefferson County R-1,2,2,Finished,,Conventional
101,80002,7319 Grant Place,"Arvada, CO 80002","Jun 24, 2020","$625,000","$625,000",Single Family Residential,1899,3406,5,2,Olde Town Arvada,Olde Town Arvada,"$1,590",Jefferson County R-1,3,3,"Finished, Partial",,Conventional
102,80002,5285 Carr Street,"Arvada, CO 80002","Apr 23, 2021","$524,900","$620,500",Single Family Residential,1949,1210,3,2,Old Town Arvada,Old Town Arvada,"$2,185",Jefferson County R-1,1,1,Crawl Space,,Conventional
103,80002,9414 Highland Place,"Arvada, CO 80002","Oct 13, 2020","$639,900","$620,000",Single Family Residential,2020,3103,6,5,Arvada Acres,Arvada Acres,"$3,468",Jefferson County R-1,2,2,"Daylight, Full, Finished, Bath/Stubbed",,Conventional
104,80002,11762 W 56th Circle,"Arvada, CO 80002","Oct 04, 2019","$620,000","$620,000",Single Family Residential,1994,3437,5,4,Valley At Rainbow Ridge,Valley At Rainbow Ridge,"$3,434",Jefferson County R-1,3,3,"Full, Finished, Interior Entry, Sump Pump",$430,Conventional
105,80002,5396 Nelson Street,"Arvada, CO 80002","Jul 19, 2019","$620,000","$620,000",Single Family Residential,2005,4422,3,3,Skyline Estates,Skyline Estates,"$3,668",Jefferson County R-1,3,3,"Daylight, Full, Unfinished",$68,Conventional
106,80002,5627 Taft Court,"Arvada, CO 80002","Oct 20, 2020","$619,900","$619,900",Single Family Residential,1991,3412,4,4,The Valley At Rainbow Ridge,The Valley At Rainbow Ridge,"$3,612",Jefferson County R-1,3,3,"Full, Finished",$430,Conventional
107,80002,5334 Oak Court,"Arvada, CO 80002","May 21, 2020","$619,900","$619,900",Single Family Residential,2005,4382,3,3,Skyline Estates,Skyline Estates,"$3,842",Jefferson County R-1,2,2,Unfinished,$68,Conventional
108,80002,12033 W 56th Circle,"Arvada, CO 80002","Mar 10, 2021","$574,999","$619,000",Single Family Residential,1991,2856,5,4,Rainbow Ridge,Rainbow Ridge,"$3,138",Jefferson County R-1,2,2,"Full, Partial",$455,Conventional
109,80002,14535 W 54th Avenue,"Arvada, CO 80002","Feb 06, 2020","$640,000","$617,000",Single Family Residential,1973,3302,6,2,Sunny Crest Hills,Sunny Crest Hills,"$2,608",Jefferson County R-1,3,3,Finished,,Cash
110,80002,5368 Owens Street,"Arvada, CO 80002","Jun 28, 2019","$625,000","$617,000",Single Family Residential,2005,4600,4,3,Skyline Estates,Skyline Estates,"$3,882",Jefferson County R-1,3,3,"Full, Interior Entry, Unfinished",$60,Conventional
111,80002,5529 Quail Court,"Arvada, CO 80002","Sep 30, 2020","$610,000","$616,500",Single Family Residential,2003,2897,4,4,Skyline Estates,Skyline Estates,"$3,499",Jefferson County R-1,3,3,"Daylight, Finished, Partial",$68,Conventional
