,zip_code,sa1,sa2,closing_date,list_price,sold_price,prop_type,year_built,sq_ft,bedrooms,bathrooms,sub_div,sub_area,taxes,school_district,garage_spaces,parking_spaces,basement,hoa_fees,financial_terms
10,80011,1055 Pitkin Street,"Aurora, CO 80011","Oct 02, 2019","$650,000","$665,000",Single Family Residential,1974,2698,4,4,Kirkegaard Acres,Kirkegaard Acres,"$3,720",Adams-Arapahoe 28J,2,2,None,$15,Conventional
11,80011,1041 Chambers Court,"Aurora, CO 80011","Jan 07, 2020","$699,900","$660,000",Multifamily,1972,5620,,,East Colfax,East Colfax,"$3,501",Adams-Arapahoe 28J,4,4,"Full, Finished, Interior Entry",,VA
12,80011,2460 N Chambers Road,"Aurora, CO 80011","Jun 13, 2019","$650,000","$650,000",Single Family Residential,1942,2358,4,3,Schulz,Schulz,"$2,403",Adams-Arapahoe 28J,4,4,"Partial, Unfinished",,Cash
13,80011,1960 Eagle Street,"Aurora, CO 80011","Oct 18, 2019","$649,000","$643,000",Multifamily,1979,3740,,,Murray Johnston Farm First Filing,Murray Johnston Farm First Filing,"$4,086",Adams-Arapahoe 28J,,,None,,Conventional
14,80011,14435 E 22nd Place,"Aurora, CO 80011","Mar 19, 2021","$645,000","$631,000",Single Family Residential,2020,3776,4,4,Sable Village Filing 1,Sable Village Filing 1,"$1,726",Adams-Arapahoe 28J,2,2,"Full, Finished",,Conventional
15,80011,711 Fraser Street,"Aurora, CO 80011","Dec 19, 2019","$625,000","$625,000",Multifamily,1965,5292,,,East Colfax-Aurora-3042,East Colfax-Aurora-3042,"$3,698",Adams-Arapahoe 28J,,,Partial,,Conventional
16,80011,1990 Eagle Street,"Aurora, CO 80011","Sep 23, 2019","$649,000","$620,000",Multifamily,1980,3740,,,Murray Johnston Farm First Filing,Murray Johnston Farm First Filing,"$4,086",Adams-Arapahoe 28J,,,None,,Conventional
17,80011,14988 E 23rd Avenue,"Aurora, CO 80011","Apr 24, 2019","$600,000","$600,000",Single Family Residential,1982,5520,5,4,Aurora East,Aurora East,"$3,579",Adams-Arapahoe 28J,6,6,"Exterior Entry, Finished, Interior Entry, Partial, Walk-Out Access, Heated",,Conventional
18,80011,1055 Salida Street,"Aurora, CO 80011","Oct 19, 2018","$625,000","$600,000",Single Family Residential,1989,3159,3,3,Kirkegaard Acres,Kirkegaard Acres,"$3,427",Adams-Arapahoe 28J,12,12,"Full, Interior Entry, Unfinished, Sump Pump",,Cash
19,80011,1230 Airport Boulevard,"Aurora, CO 80011","Nov 16, 2018","$585,000","$580,000",Multifamily,1955,3776,,,Kirkegaard Acres,Kirkegaard Acres,"$1,735",Adams-Arapahoe 28J,2,2,Full,,Conventional
20,80011,2270 Billings Street,"Aurora, CO 80011","Jun 11, 2020","$575,000","$575,000",Multifamily,1974,4851,,,Northwestern Aurora,Northwestern Aurora,"$3,544",Adams-Arapahoe 28J,,,Partial,,Conventional
21,80011,761 Fraser Street,"Aurora, CO 80011","Dec 18, 2019","$540,000","$540,000",Multifamily,1965,2576,,,East Colfax-Aurora-3042,East Colfax-Aurora-3042,"$2,652",Adams-Arapahoe 28J,,,None,,Conventional
22,80011,771 Fraser Street,"Aurora, CO 80011","Dec 18, 2019","$530,000","$530,000",Multifamily,1965,2576,,,East Colfax,East Colfax,"$2,782",Adams-Arapahoe 28J,,,None,,Conventional
23,80011,16036 E 10th Place,"Aurora, CO 80011","Jul 31, 2018","$525,000","$525,000",Single Family Residential,2018,3808,4,3,Williams Mesa Sub 3rd Flg,Williams Mesa Sub 3rd Flg,$318,Adams-Arapahoe 28J,2,2,"Full, Sump Pump",,"Cash, Conventional, FHA, VA"
24,80011,1993 Biscay Street,"Aurora, CO 80011","Nov 10, 2020","$525,000","$525,000",Single Family Residential,1978,2987,5,4,Mills,Mills,"$3,016",Adams-Arapahoe 28J,3,3,Finished,,Conventional
25,80011,16036 E 10 Place,"Aurora, CO 80011","Jul 31, 2018","$525,000","$525,000",Single Family Residential,2018,3808,4,3,Williams Mesa,Williams Mesa,$318,Adams-Arapahoe 28J,2,2,"Full, Finished, Interior Entry, Heated, Sump Pump",,Conventional
26,80011,1940 Argonne Street,"Aurora, CO 80011","Oct 12, 2020","$550,000","$524,000",Single Family Residential,1971,2516,4,3,Mills,Mills,"$2,694",Adams-Arapahoe 28J,3,3,Daylight,,Cash
27,80011,14563 E 26th Place,"Aurora, CO 80011","Nov 16, 2020","$510,000","$510,000",Single Family Residential,2020,2500,3,3,Aurora East,Aurora East,"$1,538",Adams-Arapahoe 28J,2,2,,,VA
28,80011,1371 Xanadu Street,"Aurora, CO 80011","Dec 16, 2019","$485,000","$499,350",Multifamily,1964,3386,,,West Colfax,West Colfax,"$2,499",Adams-Arapahoe 28J,,,"Full, Finished, Interior Entry",,FHA
29,80011,1234 Fraser Street,"Aurora, CO 80011","Apr 26, 2021","$449,900","$495,000",Single Family Residential,1985,2424,4,3,Chambers Heights,Chambers Heights,"$2,267",Adams-Arapahoe 28J,2,2,Full,,Cash
30,80011,1005 Richfield Street,"Aurora, CO 80011","Oct 30, 2018","$499,000","$490,000",Single Family Residential,1978,4716,6,4,Kirkegaard Acres,Kirkegaard Acres,"$3,804",Adams-Arapahoe 28J,4,4,"Full, Finished, Interior Entry, Walk-Out Access, Heated",,Conventional
31,80011,16432 E 13th Place,"Aurora, CO 80011","Oct 23, 2020","$499,500","$485,000",Multifamily,1972,2650,,,Strombergs Swedish Gardens,Strombergs Swedish Gardens,"$3,688",Adams-Arapahoe 28J,,,Daylight,,Conventional
32,80011,988 N Kittredge Court,"Aurora, CO 80011","Mar 22, 2019","$499,000","$485,000",Single Family Residential,2018,3580,3,2,Laredo Highline,Laredo Highline,$667,Adams-Arapahoe 28J,2,2,"Full, Interior Entry, Unfinished, Heated",,Conventional
33,80011,1216 Racine Street,"Aurora, CO 80011","Apr 01, 2021","$459,000","$480,000",Single Family Residential,1952,2269,5,4,Hoffman Town,Hoffman Town,"$2,253",Adams-Arapahoe 28J,,,,,Conventional
34,80011,971 N Kittredge Court,"Aurora, CO 80011","Apr 06, 2021","$469,999","$480,000",Single Family Residential,2021,2852,5,3,Williams Mesa,Williams Mesa,$755,Adams-Arapahoe 28J,2,2,Full,,Conventional
35,80011,15599 E 7th Circle,"Aurora, CO 80011","Mar 08, 2021","$480,000","$480,000",Single Family Residential,2003,3208,4,4,Highline Court,Highline Court,"$3,170",Adams-Arapahoe 28J,2,2,Finished,$55,FHA
36,80011,1301 Sable Boulevard,"Aurora, CO 80011","Jul 03, 2019","$499,000","$480,000",Multifamily,1972,4284,,,Ne Aurora Mrkt Area 6,Ne Aurora Mrkt Area 6,"$2,402",Adams-Arapahoe 28J,,,"Full, Finished, Interior Entry",,Cash
37,80011,2085 Granby Street,"Aurora, CO 80011","Jun 12, 2020","$479,900","$479,000",Single Family Residential,1973,3090,5,3,Twin Ridge,Twin Ridge,"$2,695",Adams-Arapahoe 28J,2,2,"Finished, Walk-Out Access",,FHA
38,80011,1150 Pitkin Street,"Aurora, CO 80011","Nov 01, 2019","$474,900","$477,500",Single Family Residential,1973,3222,3,2,Kirkegaard Acres / Thunderbird Estates,Kirkegaard Acres / Thunderbird Estates,"$3,273",Adams-Arapahoe 28J,2,2,"Full, Finished, Interior Entry, Heated",,Conventional
39,80011,1321 Mobile,"Aurora, CO 80011","Nov 15, 2019","$475,900","$475,900",Multifamily,1971,3524,,,Strombergs Swedish Gdns,Strombergs Swedish Gdns,"$2,334",Adams-Arapahoe 28J,,,"Partial, Unfinished",,Conventional
40,80011,877 Idalia Circle,"Aurora, CO 80011","Apr 20, 2021","$450,000","$475,000",Single Family Residential,1970,2708,4,2,La Vista,La Vista,"$2,521",Adams-Arapahoe 28J,2,2,"Full, Finished, Interior Entry",,Conventional
41,80011,966 Kalispell Street,"Aurora, CO 80011","Dec 28, 2020","$475,000","$470,000",Single Family Residential,1979,1712,4,2,Laredo Highline,Laredo Highline,"$1,633",Adams-Arapahoe 28J,7,7,"Finished, Interior Entry, Walk-Out Access",,FHA
42,80011,16402 E 13th Place Unit 3,"Aurora, CO 80011","Sep 09, 2020","$475,000","$470,000",Multifamily,1972,2800,,,Stromberg Swedish Gardens,Stromberg Swedish Gardens,"$3,372",Adams-Arapahoe 28J,,,,,Conventional
43,80011,2261 Altura Boulevard,"Aurora, CO 80011","Sep 27, 2019","$470,000","$470,000",Single Family Residential,2002,2835,5,4,Sable Altura Chambers,Sable Altura Chambers,"$2,807",Adams-Arapahoe 28J,4,4,"Finished, Interior Entry, Partial, Heated",,FHA
44,80011,252 Titan Street,"Aurora, CO 80011","Apr 09, 2021","$415,000","$465,000",Single Family Residential,1969,2796,4,3,Lyn Knoll,Lyn Knoll,"$2,402",Adams-Arapahoe 28J,2,2,"Full, Unfinished",,Conventional
45,80011,981 N Kittredge Court,"Aurora, CO 80011","Jan 15, 2021","$479,999","$465,000",Single Family Residential,2020,2747,4,3,Laredo Highline,Laredo Highline,$751,Adams-Arapahoe 28J,2,2,"Partial, Sump Pump",,Conventional
46,80011,16103 E 11th Avenue,"Aurora, CO 80011","Oct 05, 2020","$465,000","$465,000",Single Family Residential,2016,2958,5,3,Rancho Manor,Rancho Manor,"$2,952",Adams-Arapahoe 28J,2,2,"Full, Finished",,FHA
47,80011,2045 Granby,"Aurora, CO 80011","Apr 02, 2021","$450,000","$463,000",Single Family Residential,1997,2752,3,3,Twin Ridge Sub Filing 4,Twin Ridge Sub Filing 4,"$2,447",Adams-Arapahoe 28J,2,2,Finished,,Conventional
48,80011,490 Uvalda Street,"Aurora, CO 80011","Feb 16, 2021","$450,000","$462,000",Single Family Residential,1960,3051,6,3,Grahams,Grahams,"$2,554",Adams-Arapahoe 28J,2,2,"Crawl Space, Finished",,Conventional
49,80011,16492 E 13th Place,"Aurora, CO 80011","Jul 19, 2019","$475,000","$462,000",Multifamily,1971,2850,,,Strombergs Swedish Gardens,Strombergs Swedish Gardens,"$1,827",Adams-Arapahoe 28J,,,Partial,,Conventional
50,80011,279 Scranton Street,"Aurora, CO 80011","Mar 24, 2021","$425,000","$460,000",Single Family Residential,1966,3091,3,3,Lyn Knoll 2nd Flg,Lyn Knoll 2nd Flg,"$2,678",Adams-Arapahoe 28J,2,2,Finished,,Conventional
51,80011,945 Dearborn Street,"Aurora, CO 80011","Mar 01, 2021","$395,000","$460,000",Single Family Residential,1963,2237,4,2,Chambers Heights,Chambers Heights,"$2,606",Adams-Arapahoe 28J,4,4,"Finished, Partial",,FHA
52,80011,2090 Chambers Road,"Aurora, CO 80011","May 23, 2018","$490,000","$460,000",Single Family Residential,1948,924,2,1,Aurora,Aurora,"$1,014",Adams-Arapahoe 28J,,,"Crawl Space, None",,Cash
53,80011,17200 E 13th Avenue,"Aurora, CO 80011","Mar 29, 2019","$549,900","$457,000",Single Family Residential,1953,3623,7,5,Kirkegaard Acres,Kirkegaard Acres,"$2,199",Adams-Arapahoe 28J,2,2,"Finished, Interior Entry, Partial",,Conventional
54,80011,454 Salem Street,"Aurora, CO 80011","Apr 23, 2021","$425,000","$456,475",Single Family Residential,1962,2517,3,2,Park View Estates,Park View Estates,"$2,544",Adams-Arapahoe 28J,1,1,"Interior Entry, Unfinished, Sump Pump",,Conventional
55,80011,12920-30 E 13th Place,"Aurora, CO 80011","Oct 04, 2019","$479,000","$455,000",Multifamily,1960,2160,,,Aurora  Children's Hospital Area,Aurora  Children's Hospital Area,"$2,124",Adams-Arapahoe 28J,,,None,,Conventional
56,80011,436 Quentin Street,"Aurora, CO 80011","Apr 01, 2021","$400,000","$450,000",Single Family Residential,1962,1869,4,2,Park View Estates,Park View Estates,"$2,164",Adams-Arapahoe 28J,2,2,Finished,,Conventional
57,80011,304 Titan Street,"Aurora, CO 80011","Feb 05, 2021","$429,900","$450,000",Single Family Residential,1968,2748,4,3,Lyn Knoll 3rd Flg,Lyn Knoll 3rd Flg,"$1,716",Adams-Arapahoe 28J,2,2,"Partial, Unfinished",,Conventional
58,80011,3124 Racine Street,"Aurora, CO 80011","Jan 25, 2021","$450,000","$450,000",Single Family Residential,1957,2602,6,4,Morris Heights,Morris Heights,"$1,769",Adams-Arapahoe 28J,,,"Exterior Entry, Finished",,Conventional
59,80011,1142 Laredo Street,"Aurora, CO 80011","Feb 12, 2021","$464,950","$450,000",Single Family Residential,1980,2452,5,3,Rancho Manor,Rancho Manor,"$1,565",Adams-Arapahoe 28J,2,2,Finished,,FHA
60,80011,15711 E 8th Avenue,"Aurora, CO 80011","Apr 05, 2021","$405,000","$448,500",Single Family Residential,1999,1953,4,4,Sunlite Ridge,Sunlite Ridge,"$2,629",Adams-Arapahoe 28J,2,2,"Full, Finished",,Conventional
61,80011,49 Del Mar Circle,"Aurora, CO 80011","Mar 12, 2021","$460,000","$448,000",Multifamily,1959,1470,,,Burns Aurora 5th Flg,Burns Aurora 5th Flg,"$2,110",Adams-Arapahoe 28J,,,,,Conventional
62,80011,1204 Quari Street,"Aurora, CO 80011","Apr 23, 2021","$375,000","$445,000",Single Family Residential,1952,1401,3,2,Hoffman Town,Hoffman Town,"$2,053",Adams-Arapahoe 28J,1,1,,,Conventional
63,80011,15858 E 8th Circle,"Aurora, CO 80011","Aug 13, 2019","$449,000","$445,000",Single Family Residential,1994,3946,4,4,Daybreak,Daybreak,"$2,396",Adams-Arapahoe 28J,2,2,"Full, Finished, Interior Entry",,Cash
64,80011,610 Buckley Way,"Aurora, CO 80011","Feb 11, 2021","$405,000","$442,000",Single Family Residential,1975,2862,4,3,Apache Mesa,Apache Mesa,"$3,000",Adams-Arapahoe 28J,2,2,"Finished, Partial",,Conventional
65,80011,81 Del Mar Circle,"Aurora, CO 80011","Aug 06, 2020","$447,900","$442,000",Multifamily,1962,1519,,,Burns,Burns,"$2,129",Adams-Arapahoe 28J,,,,,Conventional
66,80011,15836 E 8th Drive,"Aurora, CO 80011","Mar 22, 2021","$380,000","$440,000",Single Family Residential,1998,2311,4,3,Sunlite,Sunlite,"$2,626",Adams-Arapahoe 28J,2,2,Finished,,Conventional
67,80011,1172 Quari Street,"Aurora, CO 80011","Feb 16, 2021","$395,000","$440,000",Single Family Residential,1952,1621,3,2,Hoffman Town,Hoffman Town,"$2,086",Adams-Arapahoe 28J,2,2,Crawl Space,,Cash
68,80011,12495 E 6th Place,"Aurora, CO 80011","Apr 23, 2021","$384,900","$438,000",Single Family Residential,1963,2268,5,3,Park View Estates,Park View Estates,"$1,430",Adams-Arapahoe 28J,1,1,"Full, Finished",,Conventional
69,80011,1190 Quentin Street,"Aurora, CO 80011","Apr 09, 2021","$420,000","$436,000",Single Family Residential,1952,1401,3,2,Hoffman Town,Hoffman Town,"$2,006",Adams-Arapahoe 28J,1,1,,,Conventional
70,80011,880 Idalia Circle,"Aurora, CO 80011","Jan 28, 2021","$433,500","$433,500",Single Family Residential,1973,2128,2,3,La Vista,La Vista,"$1,916",Adams-Arapahoe 28J,2,2,Finished,,Conventional
71,80011,19727 Montview Drive,"Aurora, CO 80011","Apr 19, 2021","$415,000","$432,000",Single Family Residential,1999,2108,3,3,East Village,East Village,"$2,886",Adams-Arapahoe 28J,2,2,Unfinished,$40,VA
72,80011,3117 Victor Street,"Aurora, CO 80011","Apr 20, 2021","$420,000","$430,000",Single Family Residential,1959,2352,5,2,Morris Heights,Morris Heights,"$2,708",Adams-Arapahoe 28J,1,1,"Full, Finished",,Conventional
73,80011,14663 E 13th Circle,"Aurora, CO 80011","Apr 16, 2021","$394,750","$430,000",Single Family Residential,1969,2106,5,3,Chambers Heights,Chambers Heights,"$1,224",Adams-Arapahoe 28J,1,1,"Full, Finished",,Conventional
74,80011,179 Del Mar Circle,"Aurora, CO 80011","Jan 18, 2019","$435,000","$430,000",Single Family Residential,1962,3226,5,4,Park View Estates,Park View Estates,"$2,200",Adams-Arapahoe 28J,2,2,"Full, Finished, Heated",,Conventional
75,80011,737 Norfolk Way,"Aurora, CO 80011","Apr 06, 2021","$389,000","$427,500",Single Family Residential,1975,1788,4,2,Apache Mesa,Apache Mesa,"$2,238",Adams-Arapahoe 28J,2,2,,,FHA
76,80011,12285 E 13th Avenue,"Aurora, CO 80011","Nov 17, 2020","$419,800","$425,000",Single Family Residential,1952,1412,4,2,Hoffman Town,Hoffman Town,"$2,147",Adams-Arapahoe 28J,,,,,Conventional
77,80011,16231 E 7th Drive,"Aurora, CO 80011","Oct 23, 2020","$425,000","$425,000",Single Family Residential,1973,2678,5,3,Apache Mesa,Apache Mesa,"$1,748",Adams-Arapahoe 28J,2,2,"Finished, Partial, Sump Pump",,Conventional
78,80011,1601 Dunkirk Street,"Aurora, CO 80011","Oct 20, 2020","$435,000","$425,000",Single Family Residential,1958,1912,4,2,Aurora East,Aurora East,"$3,071",Adams-Arapahoe 28J,2,2,,,VA
79,80011,19221 E 16th Avenue,"Aurora, CO 80011","May 30, 2018","$430,000","$425,000",Single Family Residential,1956,3042,6,2,Aurora East,Aurora East,"$2,391",Adams-Arapahoe 28J,1,1,"Finished, Partial",,FHA
80,80011,15925 E 7th Avenue,"Aurora, CO 80011","Aug 15, 2019","$425,000","$425,000",Single Family Residential,1987,2890,5,4,Hunt Club,Hunt Club,"$2,314",Adams-Arapahoe 28J,3,3,"Full, Finished, Interior Entry, Heated",,Conventional
81,80011,1095 Quari Street,"Aurora, CO 80011","Nov 06, 2020","$419,900","$422,000",Single Family Residential,1952,2486,5,3,Hoffman,Hoffman,"$2,264",Adams-Arapahoe 28J,2,2,,,Conventional
82,80011,472 Ursula Street,"Aurora, CO 80011","Apr 29, 2021","$375,000","$421,000",Single Family Residential,1960,2289,4,3,Grahams,Grahams,"$1,443",Adams-Arapahoe 28J,1,1,"Finished, Partial, Bath/Stubbed, Sump Pump",,Conventional
83,80011,407 Ivory Circle,"Aurora, CO 80011","Mar 22, 2021","$390,000","$421,000",Single Family Residential,2000,1713,3,3,Summerhill,Summerhill,"$2,567",Adams-Arapahoe 28J,2,2,,$50,FHA
84,80011,255 Tucson Street,"Aurora, CO 80011","Oct 27, 2020","$410,000","$420,000",Single Family Residential,1962,2484,5,3,Lyn Knoll,Lyn Knoll,"$2,504",Adams-Arapahoe 28J,2,2,Full,,Conventional
85,80011,999 Idalia Circle,"Aurora, CO 80011","Oct 26, 2020","$415,000","$420,000",Single Family Residential,1970,2124,4,3,La Vista,La Vista,"$2,865",Adams-Arapahoe 28J,4,4,"Finished, Partial",,VA
86,80011,12800 E 13th Place,"Aurora, CO 80011","Apr 30, 2019","$425,000","$420,000",Multifamily,1960,1950,,,Schaefer Heights,Schaefer Heights,"$1,823",Adams-Arapahoe 28J,,,None,,Conventional
87,80011,19900 Montview Drive,"Aurora, CO 80011","Dec 27, 2019","$418,000","$418,000",Single Family Residential,2006,3539,3,3,Aurora East Village,Aurora East Village,"$2,571",Adams-Arapahoe 28J,2,2,"Daylight, Full, Finished, Sump Pump",$40,Conventional
88,80011,1100 Yost Street,"Aurora, CO 80011","Mar 01, 2021","$385,000","$417,500",Single Family Residential,1953,1396,3,2,Hoffman Heights,Hoffman Heights,"$2,053",Adams-Arapahoe 28J,,,,,Conventional
89,80011,16470 E Severn Place,"Aurora, CO 80011","Nov 20, 2020","$419,900","$417,500",Single Family Residential,1976,1802,5,3,Apache Mesa,Apache Mesa,"$2,222",Adams-Arapahoe 28J,1,1,,,Conventional
90,80011,455 Revere Street,"Aurora, CO 80011","Jul 20, 2020","$425,000","$417,500",Single Family Residential,1962,2689,4,3,Park View Estates,Park View Estates,"$2,557",Adams-Arapahoe 28J,1,1,"Full, Finished",,Cash
91,80011,3149 Quentin Street,"Aurora, CO 80011","Oct 07, 2020","$400,000","$417,000",Single Family Residential,1957,2352,4,2,Morris Heights,Morris Heights,"$2,707",Adams-Arapahoe 28J,1,1,Full,,"Cash, Conventional, FHA, VA"
92,80011,3149 Quentin Street,"Aurora, CO 80011","Oct 07, 2020","$400,000","$417,000",Single Family Residential,1957,2352,4,2,Morris Heights,Morris Heights,"$2,707",Adams-Arapahoe 28J,1,1,Finished,,Cash
93,80011,2401 Altura Boulevard,"Aurora, CO 80011","Aug 29, 2019","$419,000","$417,000",Single Family Residential,1957,3708,6,2,Wiley Heights,Wiley Heights,"$1,795",Adams-Arapahoe 28J,2,2,"Exterior Entry, Full, Finished, Walk-Out Access",,Conventional
94,80011,15935 E 7th Avenue,"Aurora, CO 80011","Feb 23, 2021","$395,000","$416,000",Single Family Residential,1996,2088,3,3,Sunlite,Sunlite,"$2,959",Adams-Arapahoe 28J,3,3,"Crawl Space, Finished, Partial",,Cash
95,80011,702 Kittredge Street,"Aurora, CO 80011","Oct 16, 2020","$395,000","$415,000",Single Family Residential,1987,2530,3,3,Sunlite,Sunlite,"$1,809",Adams-Arapahoe 28J,2,2,Full,,
96,80011,498 Revere Street,"Aurora, CO 80011","Mar 31, 2021","$398,000","$415,000",Single Family Residential,1962,2268,6,3,Park View Estates,Park View Estates,"$2,399",Adams-Arapahoe 28J,1,1,"Full, Finished",,FHA
97,80011,1680 Ensenada Way,"Aurora, CO 80011","Apr 12, 2021","$390,000","$415,000",Single Family Residential,1983,1968,5,3,Aurora East Village Filing 1,Aurora East Village Filing 1,"$2,546",Adams-Arapahoe 28J,2,2,Unfinished,,Conventional
98,80011,1295 Quari Street,"Aurora, CO 80011","Apr 05, 2021","$385,000","$415,000",Single Family Residential,1952,1621,4,2,Hoffman Town,Hoffman Town,"$2,224",Adams-Arapahoe 28J,2,2,,,Conventional
99,80011,15840 E 8th Circle,"Aurora, CO 80011","Dec 23, 2020","$409,000","$415,000",Single Family Residential,1989,3756,3,2,Daybreak,Daybreak,"$2,028",Adams-Arapahoe 28J,2,2,"Daylight, Full, Bath/Stubbed, Unfinished",,Cash
100,80011,3216 Revere Street,"Aurora, CO 80011","Jan 29, 2021","$414,900","$415,000",Single Family Residential,1957,2352,6,2,Morris Heights,Morris Heights,"$2,983",Adams-Arapahoe 28J,1,1,Finished,,Conventional
101,80011,702 Kittredge Street,"Aurora, CO 80011","Oct 16, 2020","$395,000","$415,000",Single Family Residential,1987,2530,3,3,Sunlite,Sunlite,"$1,809",Adams-Arapahoe 28J,2,2,"Full, Finished, Interior Entry",,Conventional
102,80011,744 Kittredge Court,"Aurora, CO 80011","May 08, 2019","$400,000","$415,000",Single Family Residential,1999,2050,4,3,Aurora,Aurora,"$1,615",Adams-Arapahoe 28J,2,2,"Finished, Partial",,Conventional
103,80011,1224 Xapary Street,"Aurora, CO 80011","Feb 24, 2021","$405,000","$414,000",Single Family Residential,1959,1546,4,3,Hoffman Town 2nd Filing,Hoffman Town 2nd Filing,"$1,514",Adams-Arapahoe 28J,2,2,,,Conventional
104,80011,2502 Atchison Street,"Aurora, CO 80011","Oct 06, 2020","$413,500","$413,500",Single Family Residential,1963,2682,6,3,Morris Heights,Morris Heights,"$2,372",Adams-Arapahoe 28J,1,1,Finished,,Conventional
105,80011,1200 Yost Street,"Aurora, CO 80011","Apr 23, 2021","$365,000","$410,000",Single Family Residential,1953,1384,4,2,Hoffman Town 2nd Flg,Hoffman Town 2nd Flg,"$2,284",Adams-Arapahoe 28J,,,,,Conventional
106,80011,1230 Racine Street,"Aurora, CO 80011","Apr 19, 2021","$375,000","$410,000",Single Family Residential,1952,1401,3,2,Hoffman Town,Hoffman Town,"$2,378",Adams-Arapahoe 28J,1,1,,,Conventional
107,80011,580 Troy Street,"Aurora, CO 80011","Mar 16, 2021","$400,000","$410,000",Single Family Residential,1962,2240,4,2,Grahams Sub,Grahams Sub,"$2,471",Adams-Arapahoe 28J,2,2,"Finished, Partial",,Conventional
108,80011,885 Quentin Street,"Aurora, CO 80011","Mar 04, 2021","$370,000","$410,000",Single Family Residential,1952,1401,3,2,Hoffman Town,Hoffman Town,"$2,050",Adams-Arapahoe 28J,,,,,FHA
109,80011,13875 E 24th Avenue,"Aurora, CO 80011","Mar 29, 2021","$409,990","$410,000",Single Family Residential,1963,2352,6,2,Morris Heights,Morris Heights,"$4,634",Adams-Arapahoe 28J,1,1,"Full, Finished",,FHA
110,80011,704 Kittredge Court,"Aurora, CO 80011","Sep 08, 2020","$410,000","$410,000",Single Family Residential,1987,2872,3,3,Sunlite Sub 1st Flg,Sunlite Sub 1st Flg,"$2,672",Adams-Arapahoe 28J,2,2,"Finished, Bath/Stubbed",,FHA
111,80011,15868 E 8th Circle,"Aurora, CO 80011","Oct 19, 2020","$424,900","$409,000",Single Family Residential,1992,3902,3,2,Daybreak,Daybreak,"$2,752",Adams-Arapahoe 28J,2,2,Full,,Conventional
112,80011,993 Quentin Street,"Aurora, CO 80011","Feb 04, 2021","$405,000","$408,000",Single Family Residential,1952,1401,3,2,Hoffman Town,Hoffman Town,"$2,718",Adams-Arapahoe 28J,1,1,,,Conventional
113,80011,770 Tucson Street,"Aurora, CO 80011","Mar 08, 2021","$399,900","$408,000",Single Family Residential,1954,1401,3,2,Hoffman Town 5th Flg,Hoffman Town 5th Flg,"$2,049",Adams-Arapahoe 28J,1,1,,,FHA
114,80011,748 Norfolk Way,"Aurora, CO 80011","Mar 12, 2021","$350,000","$407,500",Single Family Residential,1976,1788,4,2,Apache Mesa,Apache Mesa,"$2,167",Adams-Arapahoe 28J,1,1,,,Conventional
